CNO,1,2,3,4,5,6,7,8,9,10,11,,,,,,,,,,,,,,,,,,,,,
C9132,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9133,chicken,tropical fruit,other vegetables,whole milk,dessert,frozen fish,mustard,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,
C9134,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9135,turkey,nuts/prunes,other vegetables,whole milk,butter,curd,domestic eggs,pastry,tea,,,,,,,,,,,,,,,,,,,,,,,
C9136,cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9137,herbs,other vegetables,whipped/sour cream,UHT-milk,domestic eggs,sweet spreads,specialty chocolate,decalcifier,napkins,,,,,,,,,,,,,,,,,,,,,,,
C9138,citrus fruit,pickled vegetables,dog food,soda,salty snack,waffles,candy,dish cleaner,newspapers,,,,,,,,,,,,,,,,,,,,,,,
C9139,citrus fruit,tropical fruit,other vegetables,butter milk,yogurt,pastry,waffles,candy,dental care,,,,,,,,,,,,,,,,,,,,,,,
C9140,beef,root vegetables,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9141,sausage,other vegetables,rolls/buns,baking powder,soda,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,
C9142,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9143,liquor,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9144,pork,rolls/buns,pastry,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9145,chicken,hamburger meat,whipped/sour cream,rolls/buns,soda,long life bakery product,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,
C9146,pip fruit,other vegetables,whole milk,beverages,frozen vegetables,flour,sugar,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
C9147,beef,other vegetables,whole milk,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9148,frankfurter,meat,tropical fruit,whole milk,ice cream,salty snack,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
C9149,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9150,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9151,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9152,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9153,sausage,hamburger meat,grapes,whipped/sour cream,frozen potato products,domestic eggs,oil,seasonal products,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,
C9154,hamburger meat,onions,whole milk,frozen vegetables,bottled water,rum,,,,,,,,,,,,,,,,,,,,,,,,,,
C9155,sausage,grapes,baking powder,specialty vegetables,white wine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
C9156,beef,dessert,sugar,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9157,other vegetables,whole milk,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9158,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9159,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9160,herbs,frozen vegetables,dog food,bottled water,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
C9161,beef,citrus fruit,cream cheese,vinegar,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9162,butter,yogurt,sliced cheese,tidbits,rolls/buns,pudding powder,soda,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,
C9163,root vegetables,herbs,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9164,beef,other vegetables,whipped/sour cream,processed cheese,salt,oil,dog food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
C9165,whipped/sour cream,dog food,fruit/vegetable juice,skin care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9166,butter,bottled water,detergent,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9167,root vegetables,onions,rolls/buns,white bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9168,tropical fruit,other vegetables,yogurt,fruit/vegetable juice,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
C9169,hamburger meat,onions,other vegetables,whole milk,domestic eggs,waffles,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
C9170,pork,beef,berries,root vegetables,herbs,butter,yogurt,white bread,brown bread,bottled water,misc. beverages,bottled beer,liquor,hygiene articles,,,,,,,,,,,,,,,,,,
C9171,beef,citrus fruit,root vegetables,other vegetables,rolls/buns,sugar,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
C9172,grapes,ice cream,pastry,soda,canned beer,salty snack,chewing gum,seasonal products,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,,,,,,
C9173,frankfurter,meat,beef,citrus fruit,berries,root vegetables,packaged fruit/vegetables,whole milk,whipped/sour cream,frozen vegetables,rolls/buns,canned fruit,house keeping products,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,
C9174,pork,beef,citrus fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,butter,ice cream,bottled water,waffles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,
C9175,meat,whole milk,cream cheese,brown bread,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
C9176,sausage,chicken,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,white bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,
C9177,root vegetables,whole milk,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9178,sausage,ham,frozen dessert,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9179,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9180,citrus fruit,tropical fruit,grapes,berries,other vegetables,whole milk,UHT-milk,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
C9181,frankfurter,other vegetables,yogurt,rolls/buns,pastry,margarine,sugar,waffles,chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
C9182,sausage,other vegetables,whipped/sour cream,processed cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9183,pork,root vegetables,other vegetables,whole milk,cream cheese,coffee,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
C9184,sausage,root vegetables,onions,other vegetables,whole milk,butter milk,sliced cheese,curd cheese,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,
C9185,citrus fruit,whipped/sour cream,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9186,whole milk,butter,yogurt,whipped/sour cream,domestic eggs,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
C9187,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,dessert,yogurt,UHT-milk,baking powder,canned vegetables,waffles,,,,,,,,,,,,,,,,,,,,,
C9188,other vegetables,bottled beer,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9189,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9190,other vegetables,curd,whipped/sour cream,UHT-milk,sugar,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
C9191,sausage,canned beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9192,root vegetables,other vegetables,frozen vegetables,frozen fish,rolls/buns,dog food,popcorn,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
C9193,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9194,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9195,other vegetables,whole milk,dessert,sliced cheese,hard cheese,cream cheese,pastry,margarine,sugar,ready soups,bottled water,soda,salty snack,newspapers,shopping bags,,,,,,,,,,,,,,,,,
C9196,tropical fruit,pip fruit,yogurt,canned vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9197,frankfurter,yogurt,frozen fish,ice cream,frozen potato products,pastry,margarine,canned fish,soda,bottled beer,salty snack,nut snack,long life bakery product,specialty bar,candy,,,,,,,,,,,,,,,,,
C9198,pastry,oil,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9199,citrus fruit,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9200,meat,chicken,pork,pip fruit,other vegetables,whole milk,butter milk,frozen vegetables,rolls/buns,rice,sugar,coffee,photo/film,,,,,,,,,,,,,,,,,,,
C9201,ice cream,sugar,coffee,bottled water,soda,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9202,whole milk,dessert,yogurt,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9203,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9204,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9205,roll products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9206,tropical fruit,other vegetables,whole milk,butter,yogurt,soft cheese,domestic eggs,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
C9207,other vegetables,whole milk,yogurt,sliced cheese,cereals,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
C9208,other vegetables,zwieback,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9209,sugar,bottled water,soda,fruit/vegetable juice,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,
C9210,chicken,root vegetables,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9211,chicken,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9212,meat,chicken,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,cream cheese,roll products,oil,margarine,artif. sweetener,detergent,shopping bags,,,,,,,,,,,,,,,,,,
C9213,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9214,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,rolls/buns,white bread,margarine,cocoa drinks,flower (seeds),,,,,,,,,,,,,,,,,,,,,
C9215,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9216,ham,other vegetables,curd,whipped/sour cream,soft cheese,rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
C9217,sausage,other vegetables,rolls/buns,oil,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,
C9218,specialty cheese,baking powder,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9219,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9220,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9221,sausage,other vegetables,butter,whipped/sour cream,cream,roll products,oil,white wine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
C9222,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9223,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9224,sausage,meat,rolls/buns,soda,fruit/vegetable juice,male cosmetics,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9225,ice cream,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9226,chicken,other vegetables,rolls/buns,margarine,soda,misc. beverages,candy,,,,,,,,,,,,,,,,,,,,,,,,,
C9227,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9228,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9229,root vegetables,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9230,sausage,meat,chicken,pork,other vegetables,sliced cheese,brown bread,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
C9231,chicken,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9232,ham,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,yogurt,frozen fish,fruit/vegetable juice,long life bakery product,female sanitary products,,,,,,,,,,,,,,,,,,,,,
C9233,tropical fruit,butter milk,UHT-milk,condensed milk,brown bread,sugar,coffee,bottled water,soda,fruit/vegetable juice,syrup,bottled beer,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,
C9234,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9235,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9236,sausage,ham,pork,beef,hamburger meat,tropical fruit,pip fruit,berries,other vegetables,curd,dessert,yogurt,sliced cheese,spread cheese,semi-finished bread,canned vegetables,bottled water,misc. beverages,syrup,waffles,chocolate,seasonal products,,,,,,,,,,
C9237,berries,waffles,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9238,frankfurter,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9239,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9240,bottled water,soda,bottled beer,waffles,chocolate,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
C9241,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9242,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9243,pastry,chocolate,specialty bar,candy,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9244,citrus fruit,tropical fruit,pip fruit,root vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9245,chicken,root vegetables,other vegetables,whole milk,butter,yogurt,specialty cheese,domestic eggs,pastry,rice,canned fish,misc. beverages,detergent,house keeping products,,,,,,,,,,,,,,,,,,
C9246,sausage,chicken,other vegetables,whole milk,yogurt,rolls/buns,soda,hygiene articles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,
C9247,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9248,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9249,UHT-milk,pastry,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9250,turkey,tropical fruit,grapes,other vegetables,whole milk,curd,yogurt,processed cheese,dog food,potted plants,,,,,,,,,,,,,,,,,,,,,,
C9251,white wine,red/blush wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9252,other vegetables,whole milk,cream cheese,frozen meals,rolls/buns,brown bread,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
C9253,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9254,sausage,organic products,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9255,liver loaf,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9256,butter milk,hard cheese,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9257,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9258,rolls/buns,pickled vegetables,specialty bar,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9259,frankfurter,whole milk,pastry,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9260,frankfurter,root vegetables,other vegetables,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9261,whole milk,zwieback,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9262,frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9263,dessert,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9264,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9265,oil,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9266,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9267,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9268,tropical fruit,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9269,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9270,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9271,sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9272,whole milk,curd,cream cheese,cereals,cat food,coffee,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
C9273,ham,pip fruit,root vegetables,other vegetables,yogurt,rolls/buns,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,
C9274,domestic eggs,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9275,tropical fruit,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9276,root vegetables,butter milk,cream cheese,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9277,chicken,tropical fruit,pip fruit,other vegetables,packaged fruit/vegetables,domestic eggs,rolls/buns,flour,pasta,dog food,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,
C9278,pork,beef,other vegetables,whole milk,pickled vegetables,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
C9279,coffee,soda,fruit/vegetable juice,waffles,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9280,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9281,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9282,sausage,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9283,other vegetables,dessert,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9284,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9285,liver loaf,root vegetables,salty snack,cake bar,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9286,citrus fruit,root vegetables,whole milk,butter milk,processed cheese,frozen vegetables,mustard,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,
C9287,hamburger meat,root vegetables,whole milk,pastry,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9288,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9289,other vegetables,rolls/buns,fruit/vegetable juice,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9290,citrus fruit,pip fruit,ice cream,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9291,sausage,brown bread,salty snack,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9292,other vegetables,rolls/buns,sauces,soda,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
C9293,ham,butter,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9294,tropical fruit,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9295,napkins,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9296,whole milk,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9297,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9298,sausage,domestic eggs,zwieback,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9299,hamburger meat,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9300,citrus fruit,whole milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9301,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9302,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9303,beef,other vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9304,sausage,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9305,sausage,chicken,citrus fruit,pip fruit,yogurt,condensed milk,frozen vegetables,domestic eggs,rolls/buns,pastry,long life bakery product,waffles,newspapers,,,,,,,,,,,,,,,,,,,
C9306,hamburger meat,pip fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9307,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9308,meat,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9309,other vegetables,whole milk,white bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9310,pork,root vegetables,other vegetables,whole milk,cream cheese,oil,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,
C9311,tropical fruit,yogurt,rolls/buns,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9312,pip fruit,frozen vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9313,brown bread,oil,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9314,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9315,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9316,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9317,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9318,other vegetables,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9319,pork,beef,tropical fruit,other vegetables,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
C9320,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9321,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9322,yogurt,UHT-milk,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9323,UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9324,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9325,bottled water,soda,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9326,citrus fruit,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9327,UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9328,whole milk,domestic eggs,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9329,chicken,beef,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,domestic eggs,pastry,canned vegetables,pickled vegetables,coffee,soda,canned beer,cookware,,,,,,,,,,,,,,,,,
C9330,citrus fruit,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9331,pork,whole milk,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9332,sausage,other vegetables,whole milk,hard cheese,frozen meals,ice cream,brown bread,pastry,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,
C9333,citrus fruit,tropical fruit,pip fruit,rolls/buns,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
C9334,beef,other vegetables,pasta,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9335,berries,other vegetables,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9336,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9337,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9338,chicken,whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9339,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9340,coffee,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9341,root vegetables,yogurt,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,pickled vegetables,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
C9342,other vegetables,whole milk,yogurt,rolls/buns,pastry,margarine,artif. sweetener,baking powder,soda,candles,newspapers,,,,,,,,,,,,,,,,,,,,,
C9343,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9344,bottled beer,brandy,specialty chocolate,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9345,bottled beer,brandy,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9346,hamburger meat,yogurt,margarine,sauces,canned vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
C9347,frankfurter,pip fruit,other vegetables,whole milk,butter,pastry,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
C9348,root vegetables,other vegetables,butter,hard cheese,margarine,mustard,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
C9349,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9350,soap,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9351,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9352,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9353,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9354,whole milk,pastry,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9355,frankfurter,beef,citrus fruit,tropical fruit,onions,other vegetables,whole milk,yogurt,whipped/sour cream,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
C9356,frankfurter,yogurt,sliced cheese,mayonnaise,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9357,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9358,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9359,sausage,dessert,domestic eggs,rolls/buns,soda,bottled beer,red/blush wine,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,
C9360,detergent,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9361,butter,bottled water,liquor,specialty bar,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C9362,bottled beer,liquor,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9363,ham,whole milk,curd,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9364,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9365,tropical fruit,curd,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9366,tropical fruit,other vegetables,butter,hard cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9367,meat,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9368,chicken,pip fruit,spices,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9369,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9370,beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9371,sausage,other vegetables,whole milk,rolls/buns,soups,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9372,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9373,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9374,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9375,sausage,ham,pork,hamburger meat,citrus fruit,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,cream cheese,frozen meals,brown bread,,,,,,,,,,,,,,,,,,
C9376,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9377,liver loaf,whole milk,curd,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9378,sausage,frozen fish,semi-finished bread,salty snack,popcorn,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
C9379,frankfurter,sausage,whole milk,rolls/buns,oil,cocoa drinks,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,
C9380,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
